article_id,title,published_date,source,url,crime_type,description,district,locality,latitude,longitude,location_confidence,location_source,severity_score,risk_level,is_crime_relevant
a01f9bd4bf9725e7,"Doctor from Bihar gang-raped in Vellore, two juveniles among five arrested","Wed, 23 Mar 2022 07:00:00 GMT",The Hindu,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOVG5UUDVKbEJMRnAtaWxacVpVTldhVlRfaXVMSmZJYjlEc1JWd01fQWVJWkpSUDRKR0tjaUZpejczT2Z1NmI2eUl0VFNJbm8wWHMxR2RfZ2N2dElpSXZGenBWaldRU19JazVPTHFUcU9hblA0UTlSNUpiSEpPQmlwWUNwczNCSFB3MVhSemZYQ25BeG5WeEdGY2pqT3VEVWtLa2UwTG55MjZ5VGlCdjQ0NHZfb1R0bnJBV0xXTVhFYkk3dVl5TDRJdjJVR2JYQ3VyLTJoVnR4Q1paM2vSAeIBQVVfeXFMTmQyTk1vTFpGNDNGUURTSE9uSmkxa2w5MFp1SHVjQnMwcGhaa1kyY2RFYk5Eanpxa2hjMV9wcF9DOUd6bms0RURmSDNzUUY0TjNWSjBGRGtidF9UdHo4MkRfdzZ1UThEcVNURUhaRmJxQkpuOG9mQXF1Mm5MMHVidXRGYzZ0WkxQcUU0RFZNMEsyU1dyVllBWlVvR29HdVJWQ0RMVWhNUXV0RG1LU085cWY0TTNCdzE5bnNQQTVGdjhZcVVENFZGTm91NFFkcmxkMUdDVDZDZ203eUc3Yy1TT0xZUQ?oc=5,Sexual Assault,"Doctor from Bihar gang-raped in Vellore, two juveniles among five arrested The Hindu",Vellore,,,,LOW,"Doctor from Bihar gang-raped in Vellore, two juveniles among five arrested Doctor from Bihar gang-r",10,Critical,True
d75fd72b07c4d727,Online fraudsters cheat Vellore woman of Rs 6.72 lakh,"Tue, 21 May 2024 07:00:00 GMT",The New Indian Express,https://news.google.com/rss/articles/CBMitgFBVV95cUxNX0VicFJ6WW1VZEpQekNmRF9wQXZVSEZxRzZpTGZVU2NmN05FQ1czekFwcU1FaWhMbmlmQ21DUi10Q2h1QlNlOElaYXIzQVNwTk5YY1dvVTYxY1I1VjRseW9UUE55VGZDcDFTdk1JS3FndFlqNWVPV08zQU5qak1OM0ZZZWFPOXJlb2VPUDNaWTdranhseTB5eUx6S1dFZ0lZRFBOMkxoYzlKX21zbFR3RVBFNHJwd9IBwwFBVV95cUxQNEYyczlFSUVlbEE3TUxUQk9aZTBKWUFndS1rWEhhNG9jNHI0RzU3OFctSUpwSnpra0RzMG9XX0pJdDJ6SXQ3b05nam94UHdhakZmclk3YjVITjJzVHJtYjFSUC1jeVV1WjR2NnpteVpWU3E5NDRLRklfVHRkSkVEMEhFREJJb2Fsb2lacl9Pc0J4WnBEUXpqNHVNckM0RUJ5QUE4NnUzUWgzQTJudzhaNlZ6V3g4TFpFOTZQbUY0RDA3WHM?oc=5,Fraud,Online fraudsters cheat Vellore woman of Rs 6.72 lakh The New Indian Express,Vellore,,,,UNKNOWN,Online fraudsters cheat Vellore woman of Rs 6.72 lakh Online fraudsters cheat Vellore woman of Rs,5,Medium,True
4ab7942db063c268,"Police to conduct public auction of seized vehicles in Vellore, nearby districts","Sun, 26 Oct 2025 07:00:00 GMT",The Hindu,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUDFfR1dRa2RuZWpwM2ZJZ2dBY1gybHVySEx5TjkxVjl2SVo5UXBLWTNrdjhUcmxhR1RSVFRRUlVhaXNaY3pObVdhVWppc1ppUHdLbVVPVlpLM013VWxjSUp3MVltdUlkLXJwNkNpYUlnSWNRb2M3djY0a3JSMVpaM0Y5a1M2QzZqODVKdXd5MU9teS02VzNfekxXaWl4c1JqbWNvVDhBWTdkQWpBUHhLS196VENULVR3emxRMFNjWGVwbmw0aGNKYld4SlVKMWxlRnFfNGpCdDRNeURBbXo4MG1aQdIB6gFBVV95cUxPTUNNMHkwTzNqRlRUQkZNOWl6QmlPRHRfazV1bWU4eW9iYTA4N3k5a21QVWVrQWpCb2tRRVBvZGlNb0xNalM5cHR1Y18xaXI0azA5dThBWm1HLWxCOXJSc1VfSUMtQ256Qmw2c1A2UUIxTlJudG05ZmN6TFNfbXBPWklZRHZTTVkwVk5KUG5PVGNtRDlDUFZad0hlclYtMmEyZVdVbUg5ZjJSdGgtRFJLUG8yZzg0Q1ZSUmZYQWl2Y0lrTFFzcGNfanhVMF96bGw2OTVfdnJyNkdDV3liU0FyaUV3UnRzWE5uX2c?oc=5,Other,"Police to conduct public auction of seized vehicles in Vellore, nearby districts The Hindu",Vellore,,,,LOW,"Police to conduct public auction of seized vehicles in Vellore, nearby districts Police to conduct public auction of seize",5,Medium,True
5fc5d652c5690ddd,"Vellore court acquits murder accused, orders action against cop, VAO for fabricating evidence","Wed, 23 Apr 2025 07:00:00 GMT",The New Indian Express,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOVHRCZGNtVGpXcE9zc1NwVnlFbnEzZmFCVU5DVG8tSEdia0Q3eWNSaThKWGFBYWpla0RKVjNMU05DNnFpUTZXVDA2eG5HMXhQdXEzMEh1clNEVHdCNGc1TzhzZEpCSEprLTZacXRTamZEYU1aakdOelRYMmNxencxTG5EU3NOZVVMcUFjeE53ZkcwTnZtVVRmUzVOaGJCcGhhWXRxUFV6bmpHbTZDNVVLa2M3dHgydldKWktoRkROaE4tdHBmeVg0ZnBfNE1fTTNqZXdDalI1X1N6NDh6aU94bHAyZmF6R1Z5YUHSAfcBQVVfeXFMTS1yalc2VVV5SnFabHhBdHdLX2dvOWVOU2wzOWt1YXN6NEdaNXNERGRwOXZEbk5vaW0ydmJaaW9FRGpoNFpWb1JkQTFpcEI0Q2VTdDBfMHpsZXJacFpfaWtMQlo3TUQ2NkxZMGxUbDdQZExVb2FEdkltOVowY3N6emJyeDFzWG9RTkhySWNzclpmeFpEeExFbFFqNEVydzF4QTQ2UzNqZndPYUdXZEpzcnVSUGRmT0NnV1JwUVpYNXNGelkwMWVlVFZ2bVFucUx0eDNDR3dHdHhyRERjZFlLQnNlOFh2QmVhNC0tVUplTEQ3S1p3MmxpMA?oc=5,Murder,"Vellore court acquits murder accused, orders action against cop, VAO for fabricating evidence The New Indian Express",Vellore,,,,UNKNOWN,"Vellore court acquits murder accused, orders action against cop, VAO for",10,Critical,True
779b1f0f24729293,4 Get 20-Year Jail Terms For Gang-Rape Of Doctor In Tamil Nadu's Vellore,"Fri, 31 Jan 2025 08:00:00 GMT",NDTV,https://news.google.com/rss/articles/CBMirwFBVV95cUxONWVPZHpDU2lfWVV0WjllbGFxTmJoNzE5WVRsejgzNU9zMDFnS2s5NU9WRmZ5MTJBMjU1V2RFM1JVRWhKZXZ5OVVMU1l1V0J1UFNCWWVoWmt5a2JGenlqYVluUk90UjlFMUtvVV96RW1MejZ2WHk0MnM3TURIMHlzWGRENWt1WkxTSXlaMF82SnotclY3M3l4dVFGMkk4RkoyUGVLTm1WTkxOX2FKcEU00gG3AUFVX3lxTE0tckJRRzNzODJNSUlJNmJCTlR0bEg5WUpUd2h6c3k3RFJMQzFRNHlyQTNLc1NSWDNSOVB1SnpTaU52dDhHS0JjTERZNFI4aGlrUjIzUnVBdzJCZUszenB6WjZGN3lXQXhkRG9iby1sLXZRVTM3WVBZUjVDdVo3bHg3M0kwUDNQQy1WY2JzbV9GdXN4dGdqVDhNOTRrZU9maHgxTDZMQTlpSmxEMFlYZWEwVS10ZEoyQQ?oc=5,Sexual Assault,4 Get 20-Year Jail Terms For Gang-Rape Of Doctor In Tamil Nadu's Vellore NDTV,Vellore,,,,LOW,4 Get 20-Year Jail Terms For Gang-Rape Of Doctor In Tamil Nadu's Vellore 4 Get 20-Year Jail Terms For Gang-Rape Of Doctor In Tamil N,10,Critical,True
8dfbbb16e32e51d9,Two arrested for girl’s murder in Vellore,"Sun, 22 Dec 2019 08:00:00 GMT",The Hindu,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOYWFILUFZYmx6alZ1SnpEcVF6MVF6bm9TMjJuT25HRzhka21PWWd2WGY4NjRpMGRfUmxHV3dDRHQ4d25BTDlCTmViNXBxTGhsa2p4enY0YlZFWnNZWmJkMmpQTE5JV2h1TVV6d0dSVDIzQ1dDcHJiMTBfeDFVVDI0eXNnOE0tdXZpcy0zemtZZEdrdFVwYmZ3a3VGaWU1UUlxcjhQSE1wLU_SAa8BQVVfeXFMT2lrVFlCZ2REV2hxcFFONi13YnhNRkpEZXhPWU9uaU9scmQwNGVJN0ctX3NVVUNLYlVPVHVZOXFpVENnODRYdXROZ2E5U2R1SEx3akRrS2d0NzVLc3F1ckg4LXNJaFEwNlc5cmFxWFNVekFRTG1kb1dud0JMNDR4WUd3SnpzY3ltRWplSWs1N3htWUl3bU96Q1lxU0Fma0xHdl83UDFpdkg2cVh3bVRKZw?oc=5,Murder,Two arrested for girl’s murder in Vellore The Hindu,Vellore,,,,LOW,Two arrested for girl’s murder in Vellore Two arrested for girl’s murder in Vellore The Hindu,10,Critical,True
577e464b3eea9fb3,Vellore man arrested for stabbing girlfriend over suspicion she loved someone else; victim critical,"Wed, 06 Jul 2022 07:00:00 GMT",India Today,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQR011QnlFajRvMjRzWWhENkFGN1ZGZENBbzRLd3hvc0Itblg0RnZZUk9fU1NNOEdMS3FtSGstX2RMeVAxcDRraEhTbFVwMUhieF91OXBQa1pmalZVWlVab2VzM1RVbThNYnZYZjJMMWhHRGJtWER1SGRfbWtJaU5GdWVfdTdVVzhHZFF0MUZSTjdfbER1Q0lUTUFPMHpkTjRMT0otYURGTzZjeWNQa2NDcVVPUEJOLUwtRkVGbFFSVmdiaHUxY1JoREdSZUVqSGJKczRtR1BucXcyVlHSAeABQVVfeXFMTlNhWW5LbjJwR3djOGhYYlk4dDBZc3RRTmh2UHZuVG4yTGNIWGVURC01Tk1ta241aU1NLUdqTGVZODU3bERjTmpGRDdCejNkRWRqdmp1b2d6QkN2SDVNeW5Fel8xU1I0WWl2MnVmdzNjbkphcFJibFJMbVVXTm9MMFNFZVZKcWx5ekQxampNZW9jaHl4Q0ZpUTdibVRSSXRKWllueWY4ZTJWYlltM2RKVjB4NFIyVVdsellMWEpMYktkdzRKYi0xSGQtM3lSNVdiZXNuY0RjRmlxLWptSkJOZ3M?oc=5,Assault,Vellore man arrested for stabbing girlfriend over suspicion she loved someone else; victim critical India Today,Vellore,,,,UNKNOWN,Vellore man arrested for stabbing girlfriend over suspicion she loved s,8,High,True
3d5bf4ccc042c680,Four arrested for murdering rowdy in Vellore,"Tue, 21 Apr 2020 07:00:00 GMT",The Hindu,https://news.google.com/rss/articles/CBMitAFBVV95cUxPR1c4VmM1ZFNmTk9NakUyOEg1ZFU3WFpqckk1LU1jMTBkWnpVbWdkSEEwdU1vZ2kyVE43VzRPWnIxZ21pVWt5NzF3QlVCVVhYZjdoVlNYVVk1WnhfUERWUld1WFlOblhQNVo5TVEwUlh6dlJ0RlVHbU9iUXg4RmlBbWJvRFFjUXlxNGt0OTg2eW9hSEZXbnRyaWRxaFN2M1A4eW5yakFybHRqX3lfMjlFU1RyU3XSAbsBQVVfeXFMUHRvZTd6cER1TWVsS3RHdDFDRmpWc1R0SEZqalU3aWROdmxmMVZ5dnNUS2VCUmoyMk8zdlhxaW1jZHRHZmE0OU03YkRBdFB5MXZXeDMxRC1maEhrdVMzUVdmVXY5Z3FWdlJUTTFWZU1qdElrTmJlcE9fYXktRXE2cXdfRU4zcmNqVzZRb1hZOVpCVHZFcWZqZjBDeHNVVlVSaGhMUmlYQWdlQWVNM3FMQVNVZ0l0c1V4cmJnbw?oc=5,Murder,Four arrested for murdering rowdy in Vellore The Hindu,Vellore,,,,LOW,Four arrested for murdering rowdy in Vellore Four arrested for murdering rowdy in Vellore The Hindu,10,Critical,True
7a99415b150c9379,Two Vellore women lose Rs 16.59 lakh to part-time job fraud,"Wed, 22 Jan 2025 08:00:00 GMT",The New Indian Express,https://news.google.com/rss/articles/CBMivgFBVV95cUxQSngxV1A0UTNYXzFZd1d4TzYxRERPZmlySGpLejZleFJqQnJiaTFVMzFWbGlZNVc4c3h3UzViQlNGR0hIdVdMajMzX09obmhQMWJMbEdTMWlRNS1pU2JfTFQwdDBpcGpxYnZfZ1VmTzNLOGo3ekozeEI0Y0VXbmEwUzFRbUtORGNoT3hyajlqQ3pBeU5VNXkyQkxqdTVLOXpxZ1JWXzJad3dySkp4WnNCM3pMemJRVlZDNm1kdWN30gHLAUFVX3lxTE1OWGdidVphOC1LNG1kNEZldkhodTRieUhtb2s1dWdidUFvakpxNFhkUTc4VjlmNWtTVGR1WFBDOElodTNHTk0zYkE3WWZKQ0o0SmNjeWp2UEdzSkZuZDBMOFloX1ZCZUs2RkZnU0pLUlM4S1Zad2hvSG9qa3JYWndnRDE1QzA0SnB6cVRTM3BQOFhTUENOY29yUjZ6aFBubVFmdk42aE9rcHhhb21lSTh0OVFCc3hoT0lNeFRScV8xZWN0VTZfcFlIeEo0?oc=5,Fraud,Two Vellore women lose Rs 16.59 lakh to part-time job fraud The New Indian Express,Vellore,,,,UNKNOWN,Two Vellore women lose Rs 16.59 lakh to part-time job fraud Two Vellore women,5,Medium,True
85dfbd22ed93c362,"Woman, paramour arrested in Tamil Nadu's Vellore district for murdering infant daughter","Mon, 30 Dec 2019 08:00:00 GMT",The New Indian Express,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPVUxrRTBaVUxmdFdYWFRncVhjcWtTcFIwbjZlWFBHNWhmSzdWRzhNb2pMWGNoaWJGMUR3SzBfMU1jcnRqQ1MzeTNlT19aaHBzMEJZTldzcmlDbnk2Rk5LRUtoWmN2ZnIzX2hKTEtLbURFZG5kOFFZdUkxUERBZTBCbUZWaTR2SXVQcmNxVUFDdVoya3Mxa3B4WGdGVjdPSEpjNWNuTW9MNGl2VnBwUThBaXpXQWFwbkNMaWhaN2RteldDZmdnUjRRUTRkel9OOHFaOGxmSEZjUHRNWm1QM1hvTl82VWNodl92Vkx6eTMwTVpETUHSAYACQVVfeXFMUDRESzdWSlZTeV9VenhBbkxIVTl4UGtwNUhsWDNFVjhoME9IaUlXOWJkTnA3ZHJfcEpRSXJzMndHUFplRlpnV2hTOXIta0QydjJfLWxRNXhhdTJzOU9LSC11RGQxejdKOWZKM1ptSEZYYmRsTG9zMEZ1SnBLV2g3eDBiQTBaQlJnb1o1R0FFbTBlckZpeUowQ2pvS0N4c3JTSnhIZENHQjA0Q1psSFhodUlqellHLXRBUk14V3Y1dG0tVVkza0dhRWtLb2s4d0JrbXJMeGtxQnRtTkwxQmVnQ01jY01MdXFjZnpPeFBVQ3hZWF9uemtmWTBNZ2k0TXNnZQ?oc=5,Murder,"Woman, paramour arrested in Tamil Nadu's Vellore district for murdering infant daughter The New Indian Express",Vellore,,,,LOW,"Woman, paramour arrested in Tamil Nadu's Vellore district for murdering infant daughter Woman, paramour arrested in T",10,Critical,True
cb277e6355e0b791,"Vellore hotel owner robbed of 40 sovereigns; police arrest seven, recover stolen jewelry","Wed, 26 Mar 2025 07:00:00 GMT",The New Indian Express,https://news.google.com/rss/articles/CBMi4wFBVV95cUxNWXpkWFE1anBPR1N4VTlQcHdvTTEyOW5WQTBSQmI1ZWhQTzltZGtHTGw0NUZzRnBpNDc5MGQtVHA4UVFOSlRiY2VxcnlZSXZNRXgzNl9UeGZoUXFQODJLWW5CUUJWQnRUdjJXenFEQXFGYjU2V0R6bVVQNGFscVh4X1hRNnA2Unp5N3YzM05BUnlQelFWMEdZaTc5bWdwUTdqRjVfU25TVTlCUzVfMnBCelg1bDZVMWpSR29wTEMwUUcxYTNaWW1TbVZCS1JDSWNiWFlWX2JLV0h3cC02OHFlOHdGMNIB8AFBVV95cUxQUk93MUlRaUtsVjkyakhlZ2htQ3pLTndheXl6eHB4X1JZTmNlU3pnYlhmMVN3dmdsa3NXcEs2N21kcGl2Z2xpenRWTkl6WnBleXdlVl9HUVpwT0NLNHlpdzRKRkx1RGJ0LXNWOWphaHdLSW0weVZKVE0zRGthWS00OC1OZzRiTUtNanB3S1hDc2o5RldrdzczdVcwb3c0VTRmaXBBZkY3NGdFdHpNXzB1QkEzTnVnaFExektOYmpBWF9wTTBDT1VzeDdrcTJuNlpfcVVNckQ4V0doRzFldldMTHdDOG5RTHhjeEdSSy1rcHk?oc=5,Theft,"Vellore hotel owner robbed of 40 sovereigns; police arrest seven, recover stolen jewelry The New Indian Express",Vellore,,,,LOW,Vellore mentioned without exact incident locality,2,Low,True
15a6a4143a2e8d70,Vellore doctor loses Rs 2.23 crore to part-time job fraud,"Tue, 11 Mar 2025 07:00:00 GMT",medicaldialogues.in,https://news.google.com/rss/articles/CBMisAFBVV95cUxNU3RjV1RGOVBLU2w0V2NlWkdJaFhwTjY0WHgySVZKSnl5cm5yV2xZSUhTbW5QNThxWllmbWZWU2YwUUU2R2ZRZWg2Znkxak5kLThaUW4wcThlMml0cWlVUl9CYUIxNkVnOHBxQlZpZHlMa0xGSjFPazU3NW96T0FzSkhuNmZMR01ualdKbTJ1eWljZl84MG9FVG4wQXVWNmcwMkZ2THg4ajNIaGJndTN0SdIBtgFBVV95cUxNUEtEZXMyXzN2ajVXRWpMUmpFUEJrcEJlY1N4Tjg2aENfR1VkTGoyZFlLMnlPeU1PS2lienhscm0ydnZXTGxGQnhrUVdENm1ORFpRM3g5R3ZuajVfZW1oQmYwZlVnT1VLQmh0TWlpYWt5U1Q5UGQ0eFhFQUYwWDlyZXZ5OEc1ekRDVFhhNk93ZTlucXVWeXdiU2NSN0ZBVE5rVFRaRjVMTWMteUlaM256bU9CQldnUQ?oc=5,Fraud,Vellore doctor loses Rs 2.23 crore to part-time job fraud medicaldialogues.in,Vellore,,,,UNKNOWN,Vellore doctor loses Rs 2.23 crore to part-time job fraud Vellore doctor l,5,Medium,True
ff794779b83e1e2c,"24-year-old TN woman allegedly gangraped in Vellore park, her male friend attacked","Mon, 20 Jan 2020 08:00:00 GMT",The News Minute,https://news.google.com/rss/articles/CBMixAFBVV95cUxPOG5rSTQ2WndaenlQbzM4MkJCN21JR2ljYVF0NU13NlpNQi1wUjVZZFlkdFNYSkFwcC1TNS1sekdqeGg1X21taDcwU1JrYWJtTUtYbVppRHNWc2JiRkRvTW9rWUp6WE1NNWxPWDZBa2luTHZqUldyTko1YkhPQ0hBTUduMTV1dUJoV08wSEJOVzBmV1dOcnZ2M012VDY4a3c0SkdOSVZuTnBYY2dyNjN2RVEtbTVweXltMU9vMmdUZGFVYVRN0gHSAUFVX3lxTE9ldVVHNnJPY1EySGgwUnQ2emV1OHBhaXlkUzdtY1ZTUHMwUU9Ba2pyVXRXT3A2bGpzc0dxaW1HYlhvN3kyd3dQMEhxYXBuQ3RrX2phRzcycC0tSnBxRGYyWkJ0ZjhiMTRlYXllbUIycTF4Qk9qUWZTQ0htWUZKWGtEY1JBa3FJaG5hZWhMMjBLZGJZMDV0OHNFdGdxa3RSQ0FqN3FUYm13UW52cnppUTA0cUx1UjlRalVCcHZLczNVTDBrZmUwUXg4WGxWRnJ6bVpNZw?oc=5,Assault,"24-year-old TN woman allegedly gangraped in Vellore park, her male friend attacked The News Minute",Vellore,,,,LOW,"24-year-old TN woman allegedly gangraped in Vellore park, her male friend attacked 24-year-old TN woman alleged",8,High,True
5f5fc0eec9f089bf,Four get 20 years jail for gang rape of lady doctor in Vellore; 5th accused facing trial,"Fri, 31 Jan 2025 08:00:00 GMT",The Times of India,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNZm40YW5TZUU5V3gzMnNIMm04VS0zY0NaTmJqdVA4enFsWXAzNVJmRmZ3T2lqY19SZ2tZUHNlTnh6QUpabERxRUV5cmx4eGJUTVNENE9yallnaEhUbUd4QUg3eUhSVi1KcHFsSmMxUy1rVm1zUnNEaHpmT3R0eldHS0RJQ0Q1UXVuaFdPUkI3RXZNMjRCQXZmeG1LNzlTdklfVnNWQmJteUlEMzhKZHhYZkJkbkZsR0QyLUFGaG9hOEpvdWZWbklPd1F6NXZZUEE5Ny130gHYAUFVX3lxTE9TUS1oYlZpZWdmQ3djQjA5RkhneEg5WHM1bm9fTDg4M3prQ2ZQRW9QczRrdGZlcTRtN3diNE1GSXk1b3g5bW5UWDBCVUFQNU9udVY0WndEbWFIczEwWVpxdmxZSWFvMGc2bmwzenpFdDJZVEFKeGRvZzROUFF6blZ1OU92WFpxWnNSX1JfSzllSFhmaUhiS0NobjFUeF9NcUQxNUtFVzBhaXIwMnhaal9fQVByUkhtSkk0YkxuZk5DSi1HRzNXcUFEdjBNR0haQ0NMTzYyYVM0VA?oc=5,Sexual Assault,Four get 20 years jail for gang rape of lady doctor in Vellore; 5th accused facing trial The Times of India,Vellore,,,,LOW,Four get 20 years jail for gang rape of lady doctor in Vellore; 5th accused facing trial Four get 20 years jail for gang r,10,Critical,True
67beb883d30253f9,MBBS seat scam by pastor: Parents taken to Vellore Medical College as part of fraud; partner in crime disguised as bishop,"Mon, 25 Nov 2024 08:00:00 GMT",Kerala Kaumudi,https://news.google.com/rss/articles/CBMi_gFBVV95cUxPLTFtSV9oSnJieEYwaG5YOXFJNDBUOS11MHlXTkliaDl0aTktR0RkXzk2NUNzNnd5dWZRYkxYbmRNWldoLXFjellDYmgwOE5LX2dTZU41UkptaGVYSXBTSDRKT1ROSkxYZkgxZ0I0RXRFMENWenRjcXVzcmpyMVZobXVONEhZSnhFYkE3OFZMSVBnQTFWa09lT0hFZTV4Z00wTTYtZTBXZ3I0T1BLRFdJYzFzVkFRZ2ItbXp1ek96aHN3Mm54OGgtLTQ4RGpJSHVaX0JDT3lwbXBFckdLaHJoUE10Si1HMVI4NHhFaEgwLWJRM2tCM1d1bjAzT1FUUQ?oc=5,Fraud,MBBS seat scam by pastor: Parents taken to Vellore Medical College as part of fraud; partner in crime disguised as bishop Kerala Kaumudi,Vellore,,,,LOW,Vellore mentioned without exact incident locality,5,Medium,True
9024cf888b9df063,Vellore Doctor Gang Rape Case: Juvenile gets 20 Years of Imprisonment,"Thu, 20 Feb 2025 08:00:00 GMT",medicaldialogues.in,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPM3hLaXh5M3J2V01wLXBMS0lxenNQZUZ3V2kyQl95cVh4ZWZLaHp6d2dGYjVOeUtlZnhOb0VWTEN3RHMtY3VWUXJoSUJTRUh3NEQ4VVdrcVFzODEtVkpqMXRHUW0zWjJNMXJLVEdhaXRvTko0SVFRcnlORmE4VnRQZVRJSTgyand2RDhMYzg0SWlrYzBkeDFxMEZVTFdhOWhPVnlEUzZ6djNnal9rVW5xV1JYYzRocHBkU21pX00zQVXSAcYBQVVfeXFMUHZkbVNhVElGTldaMW5mNVMzeUUxOE1LQ21GaFhNcFBrNGt0QXpMSEx1eXdvempsX2EzU0cyUFNsdDdLTlJHcEhtazdUZ0FXMTN1cUZBM1RzVm5wc0dUSXdHSWpWQjRJRjF5QzdZTnFMeWo4ME1MLXJ0ZE1fTlBGVEN2RDYxLXFTOUszNmtDNXRxM3ZHMm5GRzBCekxuU2RDVXgySld3RzBMVllmOTFNTXg4dTB4ZFJIeUw1aDdzenpodDJyeVRB?oc=5,Sexual Assault,Vellore Doctor Gang Rape Case: Juvenile gets 20 Years of Imprisonment medicaldialogues.in,Vellore,,,,UNKNOWN,Vellore Doctor Gang Rape Case: Juvenile gets 20 Years of Imprisonment Vell,10,Critical,True
0d54a173d1610095,"Raped by father, Class 8 girl delivers baby in Tamil Nadu's Vellore","Fri, 05 Aug 2022 07:00:00 GMT",India Today,https://news.google.com/rss/articles/CBMiygFBVV95cUxPMlo5aW9WMnJILTB4NVBZdjdkcTRhWWllTjZIQUZydTVaczRBT3d1QkM5TThhcWJIb3lycmNFdU5oRDh2ek5WWHZGb29HTFlxNkxzcDNOcUJjY19pYndLdGtKMF9pRFRubFhJRU1TNDN6bHNpQW5SMnV3SXRlYXoyWkE2RjBVa05yUjNfOFMxVURPYzNXeDhWdXlVOHAwWWZ6eTJHVE13NjhWSjh2b2dZZjh5X2JlMGlwcDd1czd4TTI3YWIweHYzUmZR0gHPAUFVX3lxTE1PWmxrNUdjN2h2UTNDVHlaOUVIQ0lnRWJOaWZxODhsSFRxcGNCMnVjQlZ5UWVzOUdlblpQbHVXeDY4aGpJeEozR1lzM0NkcDBVQktzZEFqbnF0TW5JMVRNRDZUbGtiZFhSQVVMUkwyd2R4TmszSUdLN1BYYkh1M3YyZmNFQXpTZkdmOUlCdDNyLTRqMUFKMUpBclFJdDJZdXFPVGVMNU1UcGZzcHRLOU9RZmJVZEVXZjNIN0NzdGNuT3AyZ19NM2VoTVNDd0dhcw?oc=5,Sexual Assault,"Raped by father, Class 8 girl delivers baby in Tamil Nadu's Vellore India Today",Vellore,,,,LOW,"Raped by father, Class 8 girl delivers baby in Tamil Nadu's Vellore Raped by father, Class 8 girl delivers baby in Tamil Nadu's",10,Critical,True
4108055fd7377ce4,Illicit affair leads to husband’s murder three arrested in Vellore,"Fri, 03 Apr 2026 07:00:00 GMT",afternoonnews.in,https://news.google.com/rss/articles/CBMioAFBVV95cUxQWnZHQ082VUZEM3p0b2Y4Mmg1ZFJMdzBQenRZVDVydzNQdUdhSnFySGNDdjZ4QXE1QnBoN3Znckw5a1hWQ1VSX0k2Mlljb3k4NktTcm9VU2JsWHVWcHo0akIzcUNwY1FIUEJyNXc0dkpXUDBKaG9lS180ZmRzVm9sel9CVDhaVmJuT2ZJMjQ2eXROU01kRjR6amlRNURieUdy?oc=5,Murder,Illicit affair leads to husband’s murder three arrested in Vellore afternoonnews.in,Vellore,,,,LOW,Illicit affair leads to husband’s murder three arrested in Vellore Illicit affair leads to husband’s murder three arrested in,10,Critical,True
e8e83e2d4f7f707f,Young girl murdered by boyfriend in Vellore,"Thu, 19 Dec 2019 08:00:00 GMT",The Hans India,https://news.google.com/rss/articles/CBMilAFBVV95cUxOS1Y5SmFJVlJsZnRnY3JHS1piMnA5X0I0X2pRNU93OHNURUtQa2I5M3NyTFotMUhnUjVQbEdTOGJHMWM5VWJtMVl2dnJaT0h4ZzQzQmRGbW1PZ1hPVDdWYXBsZmxnTDFkdHNhdGduZUdWQWF3bmZLX203OWpjOTRZREdVNVdWdGctVGlPNHE4V24yQnlV0gGaAUFVX3lxTE5HUGF4VFpWUGhnVW5SWmZPSmNxQlZ0ZkNaVUVEWkU0Y2pLdnp5d2JIVldMck4zUTNhWjQzSVJEQ05QczNSdHRza04wRDlOOXJDeU9nN0JKQ1pHdWk0Qms1M2ZaT29FWXRuZzk0VTljeU5QY0lUMmNEN1FRbUN6MnFhcm96M0RlYzJraTlac2RGajJhNU9MeEt5TFE?oc=5,Murder,Young girl murdered by boyfriend in Vellore The Hans India,Vellore,,,,LOW,Young girl murdered by boyfriend in Vellore Young girl murdered by boyfriend in Vellore The Hans India,10,Critical,True
